job_title,company_name,description,payscale,location,job_type,company_type,date_posted,parent_source,active
Spanish Language Content Writer & Translator,[],[],Best In Industry,New York City,Full-time,,Yesterday,,True
Regional GTM Lead,[],[],Best In Industry,Buenos Aires,Full-time,,Yesterday,,True
General Application,[],[],Best In Industry,Anywhere/Remote,Full-time,,Yesterday,,True
Software Engineer (Platform),[],[],Best In Industry,New York City,Full-time,,Yesterday,,True
Software Engineer (Platform),[],[],Best In Industry,San Francisco,Full-time,,Yesterday,,True
Software Engineer (Integration),[],[],Best In Industry,San Francisco,Full-time,,Yesterday,,True
Site Reliability Engineer,[],[],Best In Industry,Asia-Pacific,Full-time,,Yesterday,,True
VP Project Operations,[],"['Work with an international team including members in New York, Berlin, Manila, Kuala Lumpur, Novi Sad and Warsaw']",Best In Industry,"Geneva Area, Switzerland",Full Time,,Yesterday,,True
Community & Events Manager,[],[],Best In Industry,Switzerland or remote in Europe,Full Time,,Yesterday,,True
Goodwall Partnerships Program - Academic Internship 2019/2020,[],['The potential for your position to evolve according to your capabilities and willingness to grow and to take on new responsibilities '],Best In Industry,Remote,Internship,,Yesterday,,True
Goodwall Changemaker Program Management - Academic Internship 2019/2020,[],['The potential for your position to evolve according to your capabilities and willingness to grow and to take on new responsibilities'],Best In Industry,Remote,Internship,,Yesterday,,True
"Director, Business Development and Partnerships",[],[],Best In Industry,"Geneva Area, Switzerland",Full-time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
Senior Sales Engineer,[],[],Best In Industry,"New York, New York",Full-time,,Yesterday,,True
Technical Product Manager: Data Solutions,[],"['Our team is in the midst of dramatic growth, with our product running in production in Fortune 500 companies across a variety of industries. We’re building out our core product team, and we’d love for you to be a part of it!']",Best In Industry,"New York, New York",Full-time,,Yesterday,,True
Senior Product Designer,[],[],Best In Industry,"New York, New York",Full-time,,Yesterday,,True
Senior Product Marketer,[],[],Best In Industry,Open,Full-time,,Yesterday,,True
Python Development Training Architect (Remote),[],[],Best In Industry,Keller / Austin TX,Full-time,,Yesterday,,True
Machine Learning Training Architect (Remote),[],[],Best In Industry,Keller / Austin TX,Full-time,,Yesterday,,True
Linux Training Architect (Remote),[],[],Best In Industry,Keller / Austin TX,Full-time,,Yesterday,,True
Google Cloud Training Architect (Remote),[],[],Best In Industry,Keller / Austin TX,Full-time,,Yesterday,,True
DevOps/Security Ops Training Architect (Remote),[],[],Best In Industry,"Keller, Texas",Full-time,,Yesterday,,True
DevOps Training Architect (Remote),[],[],Best In Industry,Keller / Austin TX,Full-time,,Yesterday,,True
Database Training Architect (Remote),[],[],Best In Industry,Keller / Austin TX,Full-time,,Yesterday,,True
Talent Manager,[],"['Zenly already have millions of daily active users, but we are entering now on a phase where we want to scale at a fast rate :)', 'Everyone at Zenly is offered a great package including:', 'GitHub and Twitter profiles are also useful to us!']",Best In Industry,"Paris, FR",Full-Time,,Yesterday,,True
Data Analyst,[],"['The Growth Team is a cross-functional team of product designers, data analysts and engineers. The main goal is to increase the number of users by optimizing the application through continuous experimentations. We use a data-driven approach to identify opportunities, generate hypotheses, design and test experiments on any feature of the application.', '• Full health insurance for you, your partner, and your family;']",Best In Industry,"Paris, FR",Full-Time,,Yesterday,,True
"Software Engineer, iOS",[],"['As an iOS Engineer you will work in a long-lived dedicated team/squad alongside contributors of all disciplines (Backend, Design, iOS, Product, Scientists, QA). You and your team will be responsible for an overall company goal and will work together at defining the roadmap that will lead to the most impact.', '• Full health insurance for you, your partner, and your family;']",Best In Industry,"Paris, FR",Full-Time,,Yesterday,,True
"Software Engineer, Graphics",[],"['As a Graphics Engineer, you will work in a long-lived dedicated team hand-to-hand with contributors of multiple disciplines (Backend, 3D artists, Product, Scientists, QA and other fellow Graphics engineers). You and your team will be responsible for company critical products and will work together at defining the roadmap that will lead to the most impact.', '• Full health insurance for you, your partner, and your family;']",Best In Industry,"Paris, FR",Full-Time,,Yesterday,,True
"Software Engineer, Backend",[],"['As a Backend Engineer you will work in a long-lived dedicated team/squad alongside contributors of all disciplines (Design, Mobile, Product, Scientists, QA). You and your team will be responsible for an overall company goal and will work together at defining the roadmap that will lead to the most impact.', '• Full health insurance for you, your partner, and your family;']",Best In Industry,"Paris, FR",Full-Time,,Yesterday,,True
"Software Engineer, Android",[],"['As an Android Engineer you will work in a long-lived dedicated team/squad alongside contributors of all disciplines (Backend, Design, iOS, Product, Scientists, QA). You and your team will be responsible for an overall company goal and will work together at defining the roadmap that will lead to the most impact.', '• Full health insurance for you, your partner, and your family;']",Best In Industry,"Paris, FR",Full-Time,,Yesterday,,True
Site Reliability Engineer,[],"['We have a strong opinion about the way we want our backend teams to work, and it’s always with the support of SREs, from the start of a feature or for the design of a backend platform piece of software.', '• Full health insurance for you, your partner, and your family;']",Best In Industry,"Paris, FR",Full-Time,,Yesterday,,True
Viral Synthetic Biologist,[],[],Best In Industry,"Cambridge, MA",Full-time,,Yesterday,,True
Mammalian Synthetic Biologist,[],[],Best In Industry,"Cambridge, MA",Full-time,,Yesterday,,True
Head of DNA Construction,[],[],Best In Industry,"Cambridge, MA",Full-time,,Yesterday,,True
Software Engineer (Full Stack),[],[],Best In Industry,"Cambridge, MA",Full-time,,Yesterday,,True
Senior Software Engineer (Infrastructure/Platform),[],"['* Ownership of internal developer velocity. Design and implement solutions to our engineers’ most pressing issues. Example projects include driving adoption (or not!) of novel dev paradigms and tools such as FAAS, Helm 3, Dhall vs Cue, structured logging, secret/key management, Pulumi, Isopod, project templates (e.g. Cookiecutter).']",Best In Industry,"Cambridge, MA",Full-time,,Yesterday,,True
Computational Biologist / Senior Computational Biologist,[],[],Best In Industry,"Cambridge, MA",Full-time,,Yesterday,,True
Bioinformatics Engineer / Senior Bioinformatics Engineer,[],[],Best In Industry,"Cambridge, MA",Full-time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
Machine Learning Intern,[],"['As a Machine Learning intern, you will be part of a dedicated team alongside contributors of all disciplines (Backend, Design, Mobile, Product, QA), responsible for delivering location-powered features to personalize, contextualize and enrich the user experience.', '• Full health insurance for you, your partner, and your family;']",Best In Industry,"Paris, FR",Internship,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
Azure Training Architect (Remote),[],[],Best In Industry,Keller / Austin TX,Full-time,,Yesterday,,True
AWS Training Architect (Remote),[],[],Best In Industry,"Keller, TX",Full-time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
Solutions Engineer,[],[],Best In Industry,Greater New York City Area,Full-time,,Yesterday,,True
Operations Underwriter 1,[],[],Best In Industry,"Providence, RI",Full- Time,,Yesterday,,True
Claims Specialist,[],[],Best In Industry,"Providence, RI",Full- Time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
Account Manager (Technical),[],"['On the customer side, you will get to know the organization and the people in it, and help provide them with what they need to derive value from their data. You will train our customers with our tool both from a practical and a strategic perspective. This customer relationship will allow us to gather a valuable feedback from them which you will provide to the product and engineering team.']",Best In Industry,"New York, New York",Full-time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
Senior Software Engineer (Platform),[],[],Best In Industry,San Francisco,Full-time,,Yesterday,,True
Senior Software Engineer (Core),[],[],Best In Industry,San Francisco,Full-time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
Medical and Genetics Curator,[],[],Best In Industry,"Toronto, Ontario",Full-time,,Yesterday,,True
Scientist – Machine Learning,[],[],Best In Industry,"Toronto, Ontario",Full-time,,Yesterday,,True
Graduate Research Intern (Machine Learning),[],"['Our ML team works on developing our state-of-the-art ', ' and using it to answer critical scientific questions. Collaboration is at the heart of our teams, we often:']",Best In Industry,"Toronto, Ontario",Intern,,Yesterday,,True
Senior Platform Engineer,[],[],Best In Industry,"Toronto, Ontario",Full-time,,Yesterday,,True
Platform Engineer,[],[],Best In Industry,"Toronto, Ontario",Full-time,,Yesterday,,True
Scientist - Computational Biology,[],[],Best In Industry,"Toronto, Ontario",Full-time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
,[],[],Best In Industry,,Full-time,,Yesterday,,True
Senior Product Manager,[],[],Best In Industry,"San Francisco, CA",Full-time,,Yesterday,,True
Open Application,[],[],Best In Industry,"San Francisco, CA",Full-time,,Yesterday,,True
Software Engineering Intern,[],[],Best In Industry,"San Francisco, CA",Full-time,,Yesterday,,True
Machine Learning Engineer,[],[],Best In Industry,"San Francisco, CA",Full-time,,Yesterday,,True
Front-end Software Engineer,[],[],Best In Industry,"San Francisco, CA",Full-time,,Yesterday,,True
Back-end Software Engineer,[],[],Best In Industry,"San Francisco, CA",Full-time,,Yesterday,,True
Office Manager,[],"[""With our new Nimbus ad serving product - built from our own needs and for the needs of publishers - Timehop is a profitable company, with no plans to raise more VC. We control our own destiny and that future is bright. We're looking for talented people to join our team. ""]",Best In Industry,New York,Full-Time,,Yesterday,,True
Programmatic Ad Ops Account Manager,[],"[""With our new Nimbus ad serving product - built from our own needs and for the needs of publishers - Timehop is a profitable company, with no plans to raise more VC. We control our own destiny and that future is bright. We're looking for talented people to join our team. ""]",Best In Industry,New York,Full-Time,,Yesterday,,True
